"","Org.nr","kommune","komnr","time","grpoeng","eleverN","j_eleverN","j_grpoeng","g_eleverN","g_grpoeng","enhetsnivå","nasjonalkode","fylkeskode","nasjonalt","fylke","Navn","grpst2","klasseN","antmenn","antkvinner","sumoppfyller","sumikkeoppfyller","mennandel","oppfyllerandel","primær_andel","andel_syss","pop","innflytting","engelsk","lesing","regning","utd","utflytting","videregående","Adresse","lon","lat"
"3553",975268683,"TØNSBERG",704,2007,40.3,62,29,39.9,33,40.7,4,"I",7,"Hele landet","Vestfold","Byskogen skole",20.6,21.15,21,36,1729,0,0.368421052631579,1,NA,NA,37493,3340,NA,NA,NA,23.3,2507,1,"Wergelands vei 54 3117 TØNSBERG",10.4185425,59.2826187
"3554",975268683,"TØNSBERG",704,2012,37.8,74,38,40.6,36,34.9,4,"I",7,"Hele landet","Vestfold","Byskogen skole",19.6,20.05,18,39,2526,0,0.315789473684211,1,1.72498767865944,67,40677,3264,NA,NA,NA,25.6,2806,1,"Wergelands vei 54 3117 TØNSBERG",10.4185425,59.2826187
"3555",975268683,"TØNSBERG",704,2015,38.6,125,63,42.5,62,34.6,4,"I",7,"Hele landet","Vestfold","Byskogen skole",17.8,21.93,23,50,3322,139,0.315068493150685,0.959838197052875,1.71256539334715,65.3,41920,3275,48,48,47,26.8,3021,1,"Wergelands vei 54 3117 TØNSBERG",10.4185425,59.2826187
"3556",975268683,"TØNSBERG",704,2016,38.9,118,65,39.6,53,38,4,"I",7,"Hele landet","Vestfold","Byskogen skole",17.2,21.3,23,51,3245,91,0.310810810810811,0.972721822541966,1.53643546971027,65.1,42276,3336,49,48,49,27.3,2967,1,"Wergelands vei 54 3117 TØNSBERG",10.4185425,59.2826187
"3557",975268683,"TØNSBERG",704,2009,39,60,33,39.6,27,38.4,4,"I",7,"Hele landet","Vestfold","Byskogen skole",18.3,21.15,20,40,2318,146,0.333333333333333,0.940746753246753,1.90490940065046,67.9,38914,2863,NA,NA,NA,24.1,2456,1,"Wergelands vei 54 3117 TØNSBERG",10.4185425,59.2826187
"3558",975268683,"TØNSBERG",704,2017,39.6,77,43,41.9,34,36.6,4,"I",7,"Hele landet","Vestfold","Byskogen skole",15.1,21.96,20,48,3300,0,0.294117647058824,1,1.50120186856547,65.8,44922,3427,49,49,47,NA,3085,1,"Wergelands vei 54 3117 TØNSBERG",10.4185425,59.2826187
"3559",975268780,"SANDE",713,2014,40.2,124,69,41.5,55,38.5,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",16.6,25,12,23,2957,0,0.342857142857143,1,3.50798290982685,68.2,9036,629,NA,NA,NA,19.4,543,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3560",975268780,"SANDE",713,2010,40.4,119,62,42.5,57,38.1,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",17.1,25.64,15,26,3048,24,0.365853658536585,0.9921875,4.07515861395803,68.6,8303,608,NA,NA,NA,17.4,419,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3561",975268780,"SANDE",713,2015,41.8,124,59,45.9,65,38,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",18.9,25,12,24,2788,0,0.333333333333333,1,3.33714285714286,65.9,9149,642,48,49,49,19.6,520,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3562",975268780,"SANDE",713,2007,37.5,127,53,41,74,35.1,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",20.5,27.08,14,25,2523,23,0.358974358974359,0.990966221523959,NA,NA,7827,538,NA,NA,NA,16.2,398,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3563",975268780,"SANDE",713,2011,39.3,121,55,41.5,66,37.6,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",15.9,27.38,14,29,3095,100,0.325581395348837,0.968701095461659,3.87340576287199,69,8529,606,NA,NA,NA,18.1,472,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3564",975268780,"SANDE",713,2008,37.7,111,49,40,62,35.9,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",20.9,29.42,11,20,2291,264,0.354838709677419,0.896673189823875,4.40960313571779,71.6,7999,531,NA,NA,NA,16.8,327,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3565",975268780,"SANDE",713,2009,40.4,120,59,42.1,61,38.7,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",19.3,26.14,15,27,2801,57,0.357142857142857,0.980055983205039,4.24586521846458,69.8,8214,450,NA,NA,NA,16.8,402,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3566",975268780,"SANDE",713,2013,43.2,112,50,43.5,62,42.9,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",17.1,26.14,13,26,3217,0,0.333333333333333,1,3.37333031469323,68.6,8835,658,NA,NA,NA,19.1,500,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3567",975268780,"SANDE",713,2016,42.3,100,49,44.7,51,39.9,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",18.9,28.08,12,24,2624,17,0.333333333333333,0.993563044301401,2.87575825657156,65.5,9297,686,48,50,50,20.3,534,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3568",975268780,"SANDE",713,2012,41.9,119,62,44.7,57,38.8,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",15.6,25.57,14,29,3400,0,0.325581395348837,1,3.44987265570734,68.7,8680,618,NA,NA,NA,18.7,491,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3569",975268780,"SANDE",713,2017,40.2,116,52,44.2,64,37,4,"I",7,"Hele landet","Vestfold","Sande ungdomsskole",21,29.08,12,25,2778,101,0.324324324324324,0.964918374435568,3.2258064516129,65.7,9496,720,48,47,49,NA,520,1,"Skolegata 14 3070 SANDE I VESTFOLD",10.2132326,59.5857693
"3570",975268799,"HOF",714,2017,40.2,39,8,42.5,31,39.7,4,"I",7,"Hele landet","Vestfold","Hof skole",15.6,20.42,7,39,1300,0,0.152173913043478,1,NA,NA,3176,203,48,50,51,NA,214,0,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3571",975268799,"HOF",714,2014,40.5,41,22,40,19,41.1,4,"I",7,"Hele landet","Vestfold","Hof skole",16.3,21,9,32,1298,0,0.219512195121951,1,NA,NA,3091,211,NA,NA,NA,17.8,200,0,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3572",975268799,"HOLMESTRAND",715,2016,39.4,42,15,44.4,27,36.6,4,"I",7,"Hele landet","Vestfold","Hof skole",16.7,21.16,7,39,1391,22,0.152173913043478,0.984430290162774,NA,NA,0,0,52,53,54,NA,0,1,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3573",975268799,"HOLMESTRAND",715,2010,39.3,46,23,40.6,23,38,4,"I",7,"Hele landet","Vestfold","Hof skole",16.1,21.4,9,33,1188,0,0.214285714285714,1,NA,NA,0,0,NA,NA,NA,NA,0,1,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3574",975268799,"HOF",714,2015,42.8,46,30,44.1,16,40.5,4,"I",7,"Hele landet","Vestfold","Hof skole",15.4,21.11,9,33,1440,0,0.214285714285714,1,NA,NA,3114,198,47,47,47,18.2,150,0,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3575",975268799,"HOLMESTRAND",715,2012,40,33,22,41.6,11,36.8,4,"I",7,"Hele landet","Vestfold","Hof skole",15.6,21.32,9,32,1207,0,0.219512195121951,1,NA,NA,0,0,NA,NA,NA,NA,0,1,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3576",975268799,"HOLMESTRAND",715,2011,38.8,50,20,39.9,30,38,4,"I",7,"Hele landet","Vestfold","Hof skole",16.4,21.4,8,33,1191,0,0.195121951219512,1,NA,NA,0,0,NA,NA,NA,NA,0,1,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3577",975268799,"HOF",714,2007,40,40,17,43.3,23,37.5,4,"I",7,"Hele landet","Vestfold","Hof skole",15.9,21.2,7,35,1214,7,0.166666666666667,0.994266994266994,NA,NA,3099,177,NA,NA,NA,16,230,0,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3578",975268799,"HOF",714,2009,41.7,41,20,44.9,21,38.7,4,"I",7,"Hele landet","Vestfold","Hof skole",18,21.6,8,31,1185,0,0.205128205128205,1,NA,NA,3058,172,NA,NA,NA,16.4,153,0,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3579",975268799,"HOF",714,2013,39.4,43,26,42.9,17,34,4,"I",7,"Hele landet","Vestfold","Hof skole",17.4,22.47,9,33,1225,0,0.214285714285714,1,NA,NA,3060,222,NA,NA,NA,17.6,187,0,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3580",975268799,"HOF",714,2008,39.1,33,18,44,15,33.2,4,"I",7,"Hele landet","Vestfold","Hof skole",16.9,20.9,8,34,1212,0,0.19047619047619,1,NA,NA,3066,158,NA,NA,NA,16.5,162,0,"Lindsetveien 1 3090 HOF",10.076341,59.5380693
"3581",975268837,"STEINKJER",1702,2009,38.8,112,57,40.9,55,36.6,4,"I",17,"Hele landet","Nord-Trøndelag","Egge ungdomsskole",20.2,26.79,15,28,3044,0,0.348837209302326,1,NA,NA,20868,887,NA,NA,NA,18.6,743,1,"Elvromvegen 4 7715 STEINKJER",11.4842464,64.0310197
"3582",975269108,"FOSNES",1748,2007,43.3,13,7,48.9,6,36.7,4,"I",17,"Hele landet","Nord-Trøndelag","Jøa barne- og ungdomsskole",9.1,16.6,9,7,492,21,0.5625,0.95906432748538,NA,NA,712,21,NA,NA,NA,13.5,41,0,"Dunavegen 566 7856 JØA",11.2095751,64.6481145
"3583",975269108,"FOSNES",1748,2013,45,14,8,46.4,6,43,4,"I",17,"Hele landet","Nord-Trøndelag","Jøa barne- og ungdomsskole",8.8,15.25,5,10,472,35,0.333333333333333,0.930966469428008,NA,NA,669,24,NA,NA,NA,16.1,50,0,"Dunavegen 566 7856 JØA",11.2095751,64.6481145
"3584",975269108,"FOSNES",5048,2008,40.9,13,7,45.5,6,35.5,4,"I",50,"Hele landet","Trøndelag","Jøa barne- og ungdomsskole",8.5,15.8,8,8,513,0,0.5,1,NA,NA,0,0,NA,NA,NA,NA,0,0,"Dunavegen 566 7856 JØA",11.2095751,64.6481145
"3585",975269124,"OVERHALLA",1744,2017,39.7,47,22,41.7,25,38,4,"I",17,"Hele landet","Nord-Trøndelag","Overhalla barne- og ungdomsskole",15.5,20.94,15,25,1509,43,0.375,0.97229381443299,NA,NA,3840,178,51,51,50,NA,186,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3586",975269124,"OVERHALLA",1744,2011,39.6,49,24,42.7,25,36.7,4,"I",17,"Hele landet","Nord-Trøndelag","Overhalla barne- og ungdomsskole",17.1,21.92,15,25,1308,304,0.375,0.811414392059553,NA,NA,3636,197,NA,NA,NA,19.5,162,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3587",975269124,"OVERHALLA",1744,2016,41.7,48,23,45.7,25,38,4,"I",17,"Hele landet","Nord-Trøndelag","Overhalla barne- og ungdomsskole",14.4,20.72,17,26,1247,300,0.395348837209302,0.806076276664512,NA,NA,3825,205,47,47,45,21.6,212,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3588",975269124,"OVERHALLA",1744,2008,35.8,52,20,40.6,32,32.8,4,"I",17,"Hele landet","Nord-Trøndelag","Overhalla barne- og ungdomsskole",16.8,21.92,17,19,1329,0,0.472222222222222,1,NA,NA,3507,175,NA,NA,NA,17.7,130,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3589",975269124,"OVERHALLA",1744,2007,38,56,27,41.2,29,35.1,4,"I",17,"Hele landet","Nord-Trøndelag","Overhalla barne- og ungdomsskole",13.1,20.69,15,17,1564,0,0.46875,1,NA,NA,3505,162,NA,NA,NA,17.4,162,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3590",975269124,"OVERHALLA",5047,2013,41.1,48,23,43,25,39.4,4,"I",50,"Hele landet","Trøndelag","Overhalla barne- og ungdomsskole",14.9,20.06,20,25,1959,0,0.444444444444444,1,NA,NA,0,0,NA,NA,NA,NA,0,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3591",975269124,"OVERHALLA",5047,2012,38.6,42,18,42.9,24,35.4,4,"I",50,"Hele landet","Trøndelag","Overhalla barne- og ungdomsskole",16.6,22.08,15,26,1285,87,0.365853658536585,0.936588921282799,NA,NA,0,0,NA,NA,NA,NA,0,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3592",975269124,"OVERHALLA",5047,2014,38.6,45,20,41.7,25,36.1,4,"I",50,"Hele landet","Trøndelag","Overhalla barne- og ungdomsskole",13.7,20.12,19,28,1631,43,0.404255319148936,0.974313022700119,NA,NA,0,0,NA,NA,NA,NA,0,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3593",975269124,"OVERHALLA",5047,2015,41.8,45,22,44.1,23,39.6,4,"I",50,"Hele landet","Trøndelag","Overhalla barne- og ungdomsskole",17,21.24,15,28,1351,87,0.348837209302326,0.939499304589708,NA,NA,0,0,48,48,48,NA,0,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3594",975269124,"OVERHALLA",5047,2009,36.8,43,21,40.5,22,33.2,4,"I",50,"Hele landet","Trøndelag","Overhalla barne- og ungdomsskole",16.2,22.15,17,23,1755,0,0.425,1,NA,NA,0,0,NA,NA,NA,NA,0,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3595",975269124,"OVERHALLA",5047,2010,40.5,54,22,45.2,32,37.2,4,"I",50,"Hele landet","Trøndelag","Overhalla barne- og ungdomsskole",20.4,22.38,15,24,1586,0,0.384615384615385,1,NA,NA,0,0,NA,NA,NA,NA,0,0,"Svenningsbrona 1 7863 OVERHALLA",11.8083465,64.3839568
"3596",975269191,"GRONG",5045,2011,39.2,38,21,37.1,17,41.7,4,"I",50,"Hele landet","Trøndelag","Grong barne- og ungdomsskole",12.2,19.18,9,24,1125,77,0.272727272727273,0.935940099833611,NA,NA,0,0,NA,NA,NA,NA,0,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3597",975269191,"GRONG",1742,2010,36,36,14,41.8,22,32.3,4,"I",17,"Hele landet","Nord-Trøndelag","Grong barne- og ungdomsskole",12.7,17.85,6,29,1212,99,0.171428571428571,0.924485125858124,NA,NA,2361,140,NA,NA,NA,17.5,131,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3598",975269191,"GRONG",1742,2009,42.8,41,19,47.4,22,38.9,4,"I",17,"Hele landet","Nord-Trøndelag","Grong barne- og ungdomsskole",14,18.38,4,32,1353,0,0.111111111111111,1,NA,NA,2350,137,NA,NA,NA,16.8,123,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3599",975269191,"GRONG",5045,2013,42.2,29,15,44,14,40.3,4,"I",50,"Hele landet","Trøndelag","Grong barne- og ungdomsskole",13.4,19.6,6,27,1112,0,0.181818181818182,1,NA,NA,0,0,NA,NA,NA,NA,0,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3600",975269191,"GRONG",5045,2008,42.5,38,20,44.5,18,40.3,4,"I",50,"Hele landet","Trøndelag","Grong barne- og ungdomsskole",13.8,18,6,32,1345,82,0.157894736842105,0.942536790469516,NA,NA,0,0,NA,NA,NA,NA,0,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3601",975269191,"GRONG",1742,2007,37.3,21,9,38.5,12,36.4,4,"I",17,"Hele landet","Nord-Trøndelag","Grong barne- og ungdomsskole",16.1,18.75,5,27,1145,24,0.15625,0.979469632164243,NA,NA,2387,138,NA,NA,NA,16,141,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3602",975269191,"GRONG",5045,2015,40.4,33,15,42.4,18,38.7,4,"I",50,"Hele landet","Trøndelag","Grong barne- og ungdomsskole",11.6,19.82,8,28,1098,43,0.222222222222222,0.962313759859772,NA,NA,0,0,50,46,49,NA,0,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3603",975269191,"GRONG",1742,2017,38.8,19,9,43.6,10,34.5,4,"I",17,"Hele landet","Nord-Trøndelag","Grong barne- og ungdomsskole",14.4,17.75,8,29,887,117,0.216216216216216,0.883466135458167,NA,NA,2467,150,49,49,48,NA,214,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3604",975269191,"GRONG",5045,2016,39.4,27,16,42.4,11,34.9,4,"I",50,"Hele landet","Trøndelag","Grong barne- og ungdomsskole",17.8,21.4,8,27,621,104,0.228571428571429,0.856551724137931,NA,NA,0,0,50,50,51,NA,0,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3605",975269191,"GRONG",5045,2012,37.3,39,17,40.5,22,34.9,4,"I",50,"Hele landet","Trøndelag","Grong barne- og ungdomsskole",11.3,20.2,7,36,1141,78,0.162790697674419,0.936013125512715,NA,NA,0,0,NA,NA,NA,NA,0,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3606",975269191,"GRONG",1742,2014,40.4,22,8,49.5,14,35.2,4,"I",17,"Hele landet","Nord-Trøndelag","Grong barne- og ungdomsskole",11.9,21.67,8,26,1038,65,0.235294117647059,0.941069809610154,NA,NA,2449,223,NA,NA,NA,19.1,175,1,"Mediå 7870 GRONG",12.3135441,64.4685249
"3607",975269213,"NAMSSKOGAN",5044,2013,38.1,15,7,38.3,8,38.1,4,"I",50,"Hele landet","Trøndelag","Namsskogan skole",10.4,16.83,3,12,591,0,0.2,1,NA,NA,0,0,NA,NA,NA,NA,0,0,"Namsskogan 7890 NAMSSKOGAN",13.1595422,64.9288584
"3608",975269213,"NAMSSKOGAN",1740,2014,40.9,20,9,47.2,11,35.7,4,"I",17,"Hele landet","Nord-Trøndelag","Namsskogan skole",10.5,15.67,5,10,429,75,0.333333333333333,0.851190476190476,NA,NA,922,42,NA,NA,NA,12.8,53,0,"Namsskogan 7890 NAMSSKOGAN",13.1595422,64.9288584
"3609",975269264,"INDERØY",1729,2017,40.4,96,44,44.9,52,36.6,4,"I",17,"Hele landet","Nord-Trøndelag","Inderøy ungdomsskole",17.2,26.6,10,21,2578,0,0.32258064516129,1,NA,NA,0,0,48,49,50,NA,0,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3610",975269264,"INDERØY",5053,2014,40.8,98,48,44.1,50,37.7,4,"I",50,"Hele landet","Trøndelag","Inderøy ungdomsskole",22.3,25.25,12,22,2381,0,0.352941176470588,1,NA,NA,0,0,NA,NA,NA,NA,0,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3611",975269264,"INDERØY",1729,2010,41.3,99,57,43,42,39,4,"I",17,"Hele landet","Nord-Trøndelag","Inderøy ungdomsskole",18.3,25.5,15,24,2672,0,0.384615384615385,1,NA,NA,5879,271,NA,NA,NA,21.4,267,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3612",975269264,"INDERØY",1729,2007,39.8,93,53,42,40,36.9,4,"I",17,"Hele landet","Nord-Trøndelag","Inderøy ungdomsskole",18.5,25.27,15,20,2514,34,0.428571428571429,0.986656200941915,NA,NA,5920,264,NA,NA,NA,20.4,344,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3613",975269264,"INDERØY",5053,2012,38.9,95,42,42.9,53,35.8,4,"I",50,"Hele landet","Trøndelag","Inderøy ungdomsskole",17.6,25.91,14,24,2689,0,0.368421052631579,1,NA,NA,0,0,NA,NA,NA,NA,0,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3614",975269264,"INDERØY",5053,2009,40.3,90,45,41.2,45,39.5,4,"I",50,"Hele landet","Trøndelag","Inderøy ungdomsskole",19.6,24.17,12,21,2743,0,0.363636363636364,1,NA,NA,0,0,NA,NA,NA,NA,0,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3615",975269264,"INDERØY",1729,2015,41.2,96,52,44,44,37.8,4,"I",17,"Hele landet","Nord-Trøndelag","Inderøy ungdomsskole",21.5,25.25,13,19,2413,0,0.40625,1,NA,NA,0,0,47,46,47,0,0,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3616",975269264,"INDERØY",1729,2011,40.7,104,50,41.5,54,39.9,4,"I",17,"Hele landet","Nord-Trøndelag","Inderøy ungdomsskole",17.4,26.27,13,24,2674,0,0.351351351351351,1,NA,NA,5906,308,NA,NA,NA,22,324,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3617",975269264,"INDERØY",5053,2013,39.1,89,35,40.8,54,38,4,"I",50,"Hele landet","Trøndelag","Inderøy ungdomsskole",20.4,23.92,12,24,2408,0,0.333333333333333,1,NA,NA,0,0,NA,NA,NA,NA,0,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3618",975269264,"INDERØY",1729,2016,41.3,108,54,43.4,54,39.2,4,"I",17,"Hele landet","Nord-Trøndelag","Inderøy ungdomsskole",18.4,26.36,13,25,2564,0,0.342105263157895,1,NA,NA,0,0,NA,NA,NA,0,0,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3619",975269264,"INDERØY",1729,2008,39.5,79,41,41.8,38,37,4,"I",17,"Hele landet","Nord-Trøndelag","Inderøy ungdomsskole",19.4,25,12,21,2700,12,0.363636363636364,0.995575221238938,NA,NA,5836,260,NA,NA,NA,20.9,268,1,"Vennalivegen 15 7670 INDERØY",11.2863386,63.8773152
"3620",975270548,"HAMAR",403,2007,40,104,43,42.7,61,38.2,4,"I",4,"Hele landet","Hedmark","Børstad ungdomsskole",19.6,26,13,21,2354,0,0.382352941176471,1,NA,NA,27909,1788,NA,NA,NA,23,1661,1,"Furnesvegen 115 2318 HAMAR",11.0881089,60.8086652
"3621",975270548,"HAMAR",403,2010,40.3,100,45,41.3,55,39.5,4,"I",4,"Hele landet","Hedmark","Børstad ungdomsskole",18,25.5,11,24,2707,229,0.314285714285714,0.92200272479564,1.83638196744923,66.8,28344,1897,NA,NA,NA,24.3,1577,1,"Furnesvegen 115 2318 HAMAR",11.0881089,60.8086652
"3622",975270548,"HAMAR",403,2011,39.6,94,42,41.2,52,38.3,4,"I",4,"Hele landet","Hedmark","Børstad ungdomsskole",19.1,24.83,11,23,2738,125,0.323529411764706,0.956339504016766,1.75751946845753,66.1,28662,1992,NA,NA,NA,24.9,1543,1,"Furnesvegen 115 2318 HAMAR",11.0881089,60.8086652
"3623",975270548,"HAMAR",403,2008,38.6,107,44,42.5,63,35.8,4,"I",4,"Hele landet","Hedmark","Børstad ungdomsskole",20.3,25.5,10,20,2421,116,0.333333333333333,0.954276704769413,2.04589045961497,69.2,27976,1761,NA,NA,NA,23.6,1486,1,"Furnesvegen 115 2318 HAMAR",11.0881089,60.8086652
"3624",975270548,"HAMAR",403,2013,39.3,102,48,39.6,54,39,4,"I",4,"Hele landet","Hedmark","Børstad ungdomsskole",20.7,25.67,15,22,2997,8,0.405405405405405,0.997337770382696,1.75648984198646,65.5,29353,1989,NA,NA,NA,25.9,1768,1,"Furnesvegen 115 2318 HAMAR",11.0881089,60.8086652
"3625",975270548,"HAMAR",403,2009,40.4,89,36,43,53,38.6,4,"I",4,"Hele landet","Hedmark","Børstad ungdomsskole",21.8,23.58,13,23,2193,131,0.361111111111111,0.943631669535284,1.99142379533396,67.3,28211,1675,NA,NA,NA,23.8,1536,1,"Furnesvegen 115 2318 HAMAR",11.0881089,60.8086652
"3626",975270548,"HAMAR",403,2012,39.5,95,45,41.6,50,37.6,4,"I",4,"Hele landet","Hedmark","Børstad ungdomsskole",20.4,25.17,12,23,2935,62,0.342857142857143,0.979312645979313,1.8037210623491,65.7,29045,1953,NA,NA,NA,25.4,1599,1,"Furnesvegen 115 2318 HAMAR",11.0881089,60.8086652
"3627",975270556,"RINGSAKER",412,2012,37.3,97,40,39.9,57,35.5,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",18.6,25.91,14,22,2812,0,0.388888888888889,1,5.40695452808559,66.6,33191,1491,NA,NA,NA,17.1,1314,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3628",975270556,"RINGSAKER",412,2011,36.9,90,47,39.1,43,34.4,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",19.9,25,13,22,2869,0,0.371428571428571,1,5.52944962986804,66.8,32842,1521,NA,NA,NA,16.7,1214,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3629",975270556,"RINGSAKER",412,2017,39.8,73,33,42.2,40,37.8,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",15.4,26.82,11,24,2998,0,0.314285714285714,1,4.57540718637324,65.8,33842,1609,49,49,48,NA,1321,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3630",975270556,"RINGSAKER",412,2014,40.8,85,36,42.7,49,39.4,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",15.7,25.75,14,23,3385,0,0.378378378378378,1,5.21060842433697,67.2,33463,1427,NA,NA,NA,18,1292,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3631",975270556,"RINGSAKER",412,2013,39.2,81,49,41.6,32,35.5,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",19.2,27.27,14,22,3120,0,0.388888888888889,1,5.25579917381633,66.3,33406,1410,NA,NA,NA,17.5,1351,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3632",975270556,"RINGSAKER",412,2015,39.9,106,58,41,48,38.6,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",15.8,27.64,14,24,3260,0,0.368421052631579,1,4.8755905511811,65.9,33603,1404,49,51,49,18.5,1403,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3633",975270556,"RINGSAKER",412,2007,36.6,108,51,38.1,57,35.2,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",19.1,26.17,16,22,2894,31,0.421052631578947,0.989401709401709,NA,NA,31974,1318,NA,NA,NA,15,1165,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3634",975270556,"RINGSAKER",412,2010,37.4,90,46,37.8,44,37,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",19.7,25.17,12,27,2869,0,0.307692307692308,1,5.83793012871027,66.8,32524,1548,NA,NA,NA,16.2,1215,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3635",975270556,"RINGSAKER",412,2009,37.1,89,48,39,41,34.8,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",19,24.42,13,23,2897,0,0.361111111111111,1,6.27311146328579,67.4,32402,1284,NA,NA,NA,15.8,1172,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3636",975270556,"RINGSAKER",412,2008,40.4,99,57,42.5,42,37.6,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",19.1,25.91,15,17,2654,0,0.46875,1,6.26618332470223,69.3,32144,1289,NA,NA,NA,15.4,1093,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
"3637",975270556,"RINGSAKER",412,2016,40.3,94,47,42.6,47,38,4,"I",4,"Hele landet","Hedmark","Furnes ungdomsskole",15.7,26.45,13,27,3015,0,0.325,1,4.51221798637585,65.9,33597,1536,47,49,48,18.9,1292,1,"Gjerluvegen 150 2320 FURNES",11.0421033,60.8507315
