"","Org.nr","kommune","komnr","time","grpoeng","eleverN","j_eleverN","j_grpoeng","g_eleverN","g_grpoeng","enhetsnivå","nasjonalkode","fylkeskode","nasjonalt","fylke","Navn","grpst2","klasseN","antmenn","antkvinner","sumoppfyller","sumikkeoppfyller","mennandel","oppfyllerandel","primær_andel","andel_syss","pop","innflytting","engelsk","lesing","regning","utd","utflytting","videregående","Adresse","lon","lat"
"84",874559512,"MELHUS",5028,2010,38.8,21,11,39.1,10,38.5,4,"I",50,"Hele landet","Trøndelag","Eid skole og Barnehage Avd skole",14.1,17.3,7,18,746,96,0.28,0.885985748218527,NA,NA,0,0,NA,NA,NA,NA,0,1," 7212 KORSVEGEN",10.0992989,63.1610613
"85",874559512,"MELHUS",5028,2007,38.7,24,11,38.1,13,39.2,4,"I",50,"Hele landet","Trøndelag","Eid skole og Barnehage Avd skole",15.3,17.5,6,19,722,56,0.24,0.928020565552699,NA,NA,0,0,NA,NA,NA,NA,0,1," 7212 KORSVEGEN",10.0992989,63.1610613
"86",874559512,"MELHUS",1653,2009,39.9,19,8,44.1,11,36.8,4,"I",16,"Hele landet","Sør-Trøndelag","Eid skole og Barnehage Avd skole",15.9,18,7,17,830,92,0.291666666666667,0.900216919739696,NA,NA,14655,828,NA,NA,NA,16.4,715,1," 7212 KORSVEGEN",10.0992989,63.1610613
"87",874559512,"MELHUS",1653,2015,36.3,25,10,41.9,15,32.6,4,"I",16,"Hele landet","Sør-Trøndelag","Eid skole og Barnehage Avd skole",15.7,16.89,6,15,640,0,0.285714285714286,1,NA,NA,15916,978,52,50,52,18.7,864,1," 7212 KORSVEGEN",10.0992989,63.1610613
"88",874559512,"MELHUS",1653,2016,37.8,21,11,40.5,10,34.8,4,"I",16,"Hele landet","Sør-Trøndelag","Eid skole og Barnehage Avd skole",14.6,18.62,6,15,696,0,0.285714285714286,1,NA,NA,16096,827,48,49,51,18.9,793,1," 7212 KORSVEGEN",10.0992989,63.1610613
"89",874559512,"MELHUS",1653,2008,39.5,20,11,41.9,9,36.6,4,"I",16,"Hele landet","Sør-Trøndelag","Eid skole og Barnehage Avd skole",13.9,17.3,6,17,733,19,0.260869565217391,0.974734042553192,NA,NA,14457,820,NA,NA,NA,16.1,696,1," 7212 KORSVEGEN",10.0992989,63.1610613
"90",874560502,"BÅTSFJORD",2028,2011,37.5,22,13,39,9,35.2,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",13.3,17.78,9,18,782,204,0.333333333333333,0.793103448275862,15.8174097664544,68.8,2071,136,NA,NA,NA,11.4,105,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"91",874560502,"BÅTSFJORD",2028,2008,34.2,32,11,38.3,21,32.1,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",14.5,20.62,9,16,921,4,0.36,0.995675675675676,13.75,69.4,2090,75,NA,NA,NA,9.9,95,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"92",874560502,"BÅTSFJORD",2028,2015,35.6,24,14,36.7,10,34.1,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",11,20.25,12,15,962,330,0.444444444444444,0.744582043343653,13.0165289256198,63.3,2235,127,51,47,47,13.4,150,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"93",874560502,"BÅTSFJORD",2028,2014,39.6,31,17,39.8,14,39.4,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",11.7,21.88,11,22,979,261,0.333333333333333,0.789516129032258,16.7517875383044,65.9,2207,127,NA,NA,NA,13,103,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"94",874560502,"BÅTSFJORD",2028,2013,35.7,21,10,42.4,11,29.5,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",11.2,21,11,20,979,261,0.354838709677419,0.789516129032258,18.834547346514,66.7,2162,170,NA,NA,NA,11.7,123,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"95",874560502,"BÅTSFJORD",2028,2012,39.1,36,18,42.6,18,35.6,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",14.3,17.4,8,20,949,83,0.285714285714286,0.919573643410853,16.1052631578947,66.3,2089,160,NA,NA,NA,11.5,100,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"96",874560502,"BÅTSFJORD",2028,2007,35.9,24,10,40.4,14,32.6,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",16.2,18.89,10,13,878,13,0.434782608695652,0.985409652076319,NA,NA,2113,100,NA,NA,NA,9.6,128,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"97",874560502,"BÅTSFJORD",2028,2016,38.8,19,10,42,9,35.3,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",14.9,20.25,10,18,977,61,0.357142857142857,0.941233140655106,13.1178707224335,66.9,2211,170,53,49,48,14.3,122,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"98",874560502,"BÅTSFJORD",2028,2009,40.5,30,19,41.9,11,38,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",14,18.44,9,21,765,217,0.3,0.779022403258656,13.903743315508,68.2,2074,109,NA,NA,NA,10.3,108,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"99",874560502,"BÅTSFJORD",2028,2010,39.7,19,7,49.4,12,34.1,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",12.5,17.44,8,21,896,25,0.275862068965517,0.9728555917481,12.9707112970711,67.8,2070,118,NA,NA,NA,10.9,114,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"100",874560502,"BÅTSFJORD",2028,2017,43.3,33,18,45.7,15,40.5,4,"I",20,"Hele landet","Finnmark Finnmárku","Båtsfjord skole",13.3,19.88,10,18,778,239,0.357142857142857,0.764995083579154,13.3663366336634,64.3,2267,110,54,51,52,NA,116,1,"Skolegata 60 9990 BÅTSFJORD",29.706379,70.6330864
"101",874570702,"VEGA",1815,2011,36.6,19,11,40.1,8,31.7,4,"I",18,"Hele landet","Nordland","Vega barne- og ungdomsskole",12.3,18.88,7,17,782,0,0.291666666666667,1,31.198347107438,68,1270,49,NA,NA,NA,13.6,43,0,"Åsveien 28 8980 VEGA",11.503295,65.7085295
"102",874570702,"VEGA",1815,2013,40.2,14,7,45.1,7,35.3,4,"I",18,"Hele landet","Nordland","Vega barne- og ungdomsskole",10.7,17.38,6,16,620,0,0.272727272727273,1,33.1887201735358,66.1,1238,45,NA,NA,NA,15.1,47,0,"Åsveien 28 8980 VEGA",11.503295,65.7085295
"103",874570702,"VEGA",1815,2015,37.8,18,11,39.8,7,34.6,4,"I",18,"Hele landet","Nordland","Vega barne- og ungdomsskole",11.2,19.14,5,20,601,0,0.2,1,32.3943661971831,61.8,1225,66,NA,NA,NA,16.9,42,0,"Åsveien 28 8980 VEGA",11.503295,65.7085295
"104",874570702,"VEGA",1815,2016,37.2,13,7,33.6,6,41.4,4,"I",18,"Hele landet","Nordland","Vega barne- og ungdomsskole",11.2,17.62,7,21,737,91,0.25,0.890096618357488,31.3953488372093,60.6,1244,59,47,47,42,17.2,60,0,"Åsveien 28 8980 VEGA",11.503295,65.7085295
"105",874570702,"VEGA",1815,2007,39.8,19,11,45,8,32.7,4,"I",18,"Hele landet","Nordland","Vega barne- og ungdomsskole",17.2,18.78,9,14,530,14,0.391304347826087,0.974264705882353,NA,NA,1299,39,NA,NA,NA,13.3,31,0,"Åsveien 28 8980 VEGA",11.503295,65.7085295
"106",874570702,"VEGA",1815,2008,40.1,21,11,41.7,10,38.2,4,"I",18,"Hele landet","Nordland","Vega barne- og ungdomsskole",11.7,18.22,9,14,569,0,0.391304347826087,1,38.7308533916849,67.8,1295,35,NA,NA,NA,13.1,38,0,"Åsveien 28 8980 VEGA",11.503295,65.7085295
"107",874570702,"VEGA",1815,2009,37.1,21,11,43.4,10,30.2,4,"I",18,"Hele landet","Nordland","Vega barne- og ungdomsskole",12.7,18,10,15,608,0,0.4,1,37.2043010752688,67.9,1288,56,NA,NA,NA,13.3,48,0,"Åsveien 28 8980 VEGA",11.503295,65.7085295
"108",874570702,"VEGA",1815,2010,43.7,14,6,48.4,8,40.2,4,"I",18,"Hele landet","Nordland","Vega barne- og ungdomsskole",13.9,17.33,11,15,707,20,0.423076923076923,0.972489683631362,35.2564102564103,68.3,1288,45,NA,NA,NA,13.3,59,0,"Åsveien 28 8980 VEGA",11.503295,65.7085295
"109",874570702,"VEGA",1815,2012,41.4,26,9,38.7,17,42.9,4,"I",18,"Hele landet","Nordland","Vega barne- og ungdomsskole",10.8,18.5,7,14,542,0,0.333333333333333,1,34.70715835141,66.1,1256,40,NA,NA,NA,14.8,51,0,"Åsveien 28 8980 VEGA",11.503295,65.7085295
"110",874581372,"LEIRFJORD",1822,2010,39.5,37,20,40.1,17,38.7,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",13.5,18.91,6,19,1251,0,0.24,1,17.1557562076749,64.8,2140,148,NA,NA,NA,15.9,121,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"111",874581372,"LEIRFJORD",1822,2009,44.3,26,13,42.9,13,45.7,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",17.1,19.36,8,16,1000,0,0.333333333333333,1,17.5615212527964,66.6,2088,140,NA,NA,NA,15,96,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"112",874581372,"LEIRFJORD",1822,2007,39,30,11,40.1,19,38.3,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",12.9,19.89,7,17,1000,0,0.291666666666667,1,NA,NA,2123,104,NA,NA,NA,14.2,128,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"113",874581372,"LEIRFJORD",1822,2016,40.8,31,17,44.6,14,36.2,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",16.4,17.17,8,16,660,22,0.333333333333333,0.967741935483871,14.7826086956522,63.2,2216,173,44,44,46,18.2,125,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"114",874581372,"LEIRFJORD",1822,2013,37.3,21,11,33.5,10,41.5,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",17.1,17.73,9,17,875,0,0.346153846153846,1,16.2162162162162,66.1,2144,155,NA,NA,NA,17.3,118,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"115",874581372,"LEIRFJORD",1822,2017,38.7,16,8,45.4,8,32,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",13.3,21.8,6,17,613,57,0.260869565217391,0.914925373134328,14.0086206896552,62.9,2278,161,46,39,44,NA,136,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"116",874581372,"LEIRFJORD",1822,2011,35.9,41,19,36.5,22,35.3,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",12.8,19.8,8,19,1205,0,0.296296296296296,1,17.741935483871,64.3,2160,89,NA,NA,NA,16.9,146,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"117",874581372,"LEIRFJORD",1822,2014,36.7,18,10,41.1,8,31.3,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",15.6,17.45,6,14,663,0,0.3,1,15.0159744408946,66.7,2188,137,NA,NA,NA,17.7,142,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"118",874581372,"LEIRFJORD",1822,2012,41.9,26,11,45.8,15,39.1,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",16.9,20.67,7,18,768,0,0.28,1,16.8526785714286,65.4,2107,143,NA,NA,NA,16.8,113,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"119",874581372,"LEIRFJORD",1822,2008,37.2,25,9,41,16,35,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",11.5,19.78,9,14,869,0,0.391304347826087,1,19.4865810968495,66.3,2090,116,NA,NA,NA,14.5,111,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"120",874581372,"LEIRFJORD",1822,2015,38.2,27,13,39.4,14,37,4,"I",18,"Hele landet","Nordland","Leirfjord barne- og ungdomsskole",14.9,18.82,7,18,565,4,0.28,0.992970123022847,15.2445961319681,62.4,2188,153,51,47,48,18.4,136,0,"Leirfjordveien 224 8890 LEIRFJORD",13.0331566,66.0923251
"121",874586722,"ELVERUM",427,2017,44.8,46,25,46.9,21,42.4,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",17.4,22.57,13,30,1177,22,0.302325581395349,0.981651376146789,3.57875307629204,64.1,21086,1126,51,52,51,NA,1105,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"122",874586722,"ELVERUM",427,2010,38.6,49,25,43.1,24,33.9,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",18.7,22.75,11,36,1462,20,0.234042553191489,0.986504723346829,4.06155134512719,67.2,19834,1024,NA,NA,NA,21.4,883,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"123",874586722,"ELVERUM",427,2009,40.9,43,20,44.1,23,38.1,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",19.9,21.9,12,34,1351,13,0.260869565217391,0.990469208211144,4.19433027716303,67.9,19687,906,NA,NA,NA,20.9,793,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"124",874586722,"ELVERUM",427,2007,40,44,23,42.3,21,37.5,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",19.8,23.47,8,31,1234,0,0.205128205128205,1,NA,NA,19260,954,NA,NA,NA,20.2,782,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"125",874586722,"ELVERUM",427,2014,42.5,45,19,47,26,39.2,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",18.7,20.65,13,32,1179,17,0.288888888888889,0.985785953177257,3.83564416557029,66.1,20563,1094,NA,NA,NA,22.9,878,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"126",874586722,"ELVERUM",427,2011,39.4,44,20,41.9,24,37.4,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",17.8,23.26,11,36,1073,26,0.234042553191489,0.976342129208371,3.76751427088739,66.9,19979,990,NA,NA,NA,21.6,849,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"127",874586722,"ELVERUM",427,2012,40.2,51,27,42,24,38.2,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",18.8,23.16,10,35,1043,17,0.222222222222222,0.983962264150943,3.79707758798107,66.9,20152,1089,NA,NA,NA,22.1,940,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"128",874586722,"ELVERUM",427,2016,42,37,18,44.9,19,39.1,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",16.3,22.52,16,32,1254,0,0.333333333333333,1,3.44757033248082,64.2,21030,1056,49,48,49,24,988,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"129",874586722,"ELVERUM",427,2015,43.3,33,15,46.5,18,40.7,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",17.2,21.76,14,29,1156,0,0.325581395348837,1,3.53809865654805,64.5,20794,1192,53,52,52,23.4,970,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"130",874586722,"ELVERUM",427,2013,42.6,25,11,48.1,14,38.3,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",17.6,21.8,11,33,1095,17,0.25,0.984712230215827,3.90879478827362,66.8,20343,1054,NA,NA,NA,22.7,849,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"131",874586722,"ELVERUM",427,2008,39.3,37,14,39.9,23,39,4,"I",4,"Hele landet","Hedmark","Hanstad barne- og ungdomsskole",18.4,22.5,8,28,1166,20,0.222222222222222,0.983136593591906,4.00041562759767,69.6,19465,972,NA,NA,NA,20.4,785,1,"Ivar Skårsets veg 42 2407 ELVERUM",11.5707468,60.8620441
"132",874587982,"HADSEL",1866,2010,36.3,50,28,39.4,22,32.4,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",18.4,23,13,30,1477,0,0.302325581395349,1,5.68150778475826,65.9,7981,373,NA,NA,NA,18.5,399,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"133",874587982,"HADSEL",1866,2015,40.6,47,27,44.4,20,35.5,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",19.2,21.55,11,34,1764,0,0.244444444444444,1,5.31703156098948,61.1,8057,551,48,48,49,20.4,513,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"134",874587982,"HADSEL",1866,2017,38.3,50,24,42.9,26,34.2,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",20,23.2,9,34,1573,35,0.209302325581395,0.978233830845771,5.41464804787689,61.5,8009,482,49,49,50,NA,452,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"135",874587982,"HADSEL",1866,2009,39.1,47,26,43.6,21,33.5,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",18.7,23,14,28,1367,88,0.333333333333333,0.939518900343643,6.15084887280824,65.1,7950,426,NA,NA,NA,17.7,399,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"136",874587982,"HADSEL",1866,2012,38.2,51,26,41.1,25,35.2,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",17.8,21.9,11,26,1645,0,0.297297297297297,1,6.03472030862497,64.2,7937,484,NA,NA,NA,19.3,382,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"137",874587982,"HADSEL",1866,2011,43,40,22,47.2,18,37.7,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",19.1,22.65,12,29,1366,0,0.292682926829268,1,5.88394062078273,66.2,7924,367,NA,NA,NA,19,346,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"138",874587982,"HADSEL",1866,2014,38.6,50,16,39.6,34,38.2,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",18,21.7,11,27,1283,72,0.289473684210526,0.946863468634686,5.82971800433839,64.7,8112,380,NA,NA,NA,20.1,436,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"139",874587982,"HADSEL",1866,2008,39.2,48,19,43.5,29,36.4,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",17.2,22.95,14,29,1516,0,0.325581395348837,1,6.40954495005549,66.3,7970,408,NA,NA,NA,17.4,417,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"140",874587982,"HADSEL",1866,2013,39.4,53,25,43.3,28,35.9,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",20,22.1,10,26,1288,0,0.277777777777778,1,5.82340195016251,64.6,8050,475,NA,NA,NA,19.8,404,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"141",874587982,"HADSEL",1866,2007,41.9,40,18,42.6,22,41.3,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",17.3,22.25,15,28,1373,0,0.348837209302326,1,NA,NA,7907,463,NA,NA,NA,16.9,415,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"142",874587982,"HADSEL",1866,2016,40.2,44,21,42.8,23,37.8,4,"I",18,"Hele landet","Nordland","Stokmarknes skole",17.6,21.15,13,35,1764,119,0.270833333333333,0.936802973977695,5.07801418439716,61.6,8082,369,52,52,50,20.5,420,1,"Skolegata 3 8450 STOKMARKNES",14.907224,68.565873
"143",874589772,"OSLO",301,2007,36.7,118,64,39.9,54,32.9,4,"I",3,"Hele landet","Oslo","Holmlia skole",22.4,26.67,16,25,3112,197,0.390243902439024,0.940465397401028,NA,NA,548617,39963,NA,NA,NA,28.2,32922,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"144",874589772,"OSLO",301,2009,37.7,107,49,39.4,58,36.2,4,"I",3,"Hele landet","Oslo","Holmlia skole",25.8,27.29,13,24,2206,638,0.351351351351351,0.775668073136428,0.724609862372114,70,575475,38784,NA,NA,NA,28.8,33197,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"145",874589772,"OSLO",301,2013,37.3,93,51,39.3,42,35,4,"I",3,"Hele landet","Oslo","Holmlia skole",22.4,26.69,8,25,2797,238,0.242424242424242,0.921581548599671,0.825741159521265,69.4,623966,45640,NA,NA,NA,29.9,40736,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"146",874589772,"OSLO",301,2015,37.3,104,52,40.7,52,33.9,4,"I",3,"Hele landet","Oslo","Holmlia skole",16.7,25.83,17,23,3169,148,0.425,0.955381368706663,0.761427960890688,67.6,647676,46660,49,47,46,29.7,41733,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"147",874589772,"OSLO",301,2010,38.4,144,68,38.8,76,38.1,4,"I",3,"Hele landet","Oslo","Holmlia skole",26.7,26,12,22,2121,510,0.352941176470588,0.806157354618016,0.764515397409405,69.5,586860,43241,NA,NA,NA,29,36706,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"148",874589772,"OSLO",301,2014,37.8,106,42,40.5,64,35.9,4,"I",3,"Hele landet","Oslo","Holmlia skole",18.6,27.42,12,24,3099,180,0.333333333333333,0.945105215004575,0.849193885342977,69.6,634463,45363,NA,NA,NA,29.7,38174,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"149",874589772,"OSLO",301,2011,39.5,112,66,40.3,46,38.5,4,"I",3,"Hele landet","Oslo","Holmlia skole",24.2,26.15,9,23,2323,162,0.28125,0.934808853118712,0.747822158733647,69.7,599230,46958,NA,NA,NA,29.2,38633,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"150",874589772,"OSLO",301,2016,35.7,103,51,38.3,52,33.2,4,"I",3,"Hele landet","Oslo","Holmlia skole",16.7,26.08,11,25,3389,148,0.305555555555556,0.958156629912355,0.647421781814845,67.6,658390,43648,50,50,49,30,41247,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"151",874589772,"OSLO",301,2012,38.1,116,63,39.1,53,36.9,4,"I",3,"Hele landet","Oslo","Holmlia skole",25.4,26,8,22,2300,139,0.266666666666667,0.943009430094301,0.782663948372487,69.3,613285,45372,NA,NA,NA,29.5,40292,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"152",874589772,"OSLO",301,2017,39.4,89,45,41.1,44,37.6,4,"I",3,"Hele landet","Oslo","Holmlia skole",24.3,25.85,5,30,2730,211,0.142857142857143,0.92825569534172,0.731944385749905,68.2,666759,43866,49,49,47,NA,42762,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"153",874589772,"OSLO",301,2008,37.4,148,69,37.8,79,37,4,"I",3,"Hele landet","Oslo","Holmlia skole",30,26.38,14,24,2698,186,0.368421052631579,0.935506241331484,0.695087602043252,71.8,560484,40764,NA,NA,NA,28.5,31032,1,"Nordåsveien 3 1251 OSLO",10.7905746,59.8334488
"154",874590312,"OSLO",301,2012,37,49,21,34.9,28,38.5,4,"I",3,"Hele landet","Oslo","Gran skole",22.7,22.48,12,37,1277,90,0.244897959183673,0.934162399414777,0.782663948372487,69.3,613285,45372,NA,NA,NA,29.5,40292,1,"Granstangen 50 Oslo kommune",10.8976526,59.9444914
"155",874590312,"OSLO",301,2010,36,46,24,37.7,22,34.1,4,"I",3,"Hele landet","Oslo","Gran skole",23.7,21.85,14,33,982,177,0.297872340425532,0.847282139775669,0.764515397409405,69.5,586860,43241,NA,NA,NA,29,36706,1,"Granstangen 50 Oslo kommune",10.8976526,59.9444914
"156",874590312,"OSLO",301,2011,37.8,43,18,36.9,25,38.4,4,"I",3,"Hele landet","Oslo","Gran skole",23.1,22.62,11,38,1284,70,0.224489795918367,0.948301329394387,0.747822158733647,69.7,599230,46958,NA,NA,NA,29.2,38633,1,"Granstangen 50 Oslo kommune",10.8976526,59.9444914
"157",874590312,"OSLO",301,2009,37.2,45,22,38.5,23,35.9,4,"I",3,"Hele landet","Oslo","Gran skole",21.9,20.3,13,33,1009,195,0.282608695652174,0.838039867109635,0.724609862372114,70,575475,38784,NA,NA,NA,28.8,33197,1,"Granstangen 50 Oslo kommune",10.8976526,59.9444914
"158",874590312,"OSLO",301,2014,38.4,52,27,39.5,25,37.2,4,"I",3,"Hele landet","Oslo","Gran skole",18.5,23.3,12,42,1282,58,0.222222222222222,0.956716417910448,0.849193885342977,69.6,634463,45363,NA,NA,NA,29.7,38174,1,"Granstangen 50 Oslo kommune",10.8976526,59.9444914
"159",874590312,"OSLO",301,2008,36.9,56,30,39.3,26,34.1,4,"I",3,"Hele landet","Oslo","Gran skole",26.4,20.61,12,25,1054,0,0.324324324324324,1,0.695087602043252,71.8,560484,40764,NA,NA,NA,28.5,31032,1,"Granstangen 50 Oslo kommune",10.8976526,59.9444914
"160",874590312,"OSLO",301,2013,37.4,44,24,40.9,20,33.2,4,"I",3,"Hele landet","Oslo","Gran skole",22.4,22.4,12,41,1103,119,0.226415094339623,0.902618657937807,0.825741159521265,69.4,623966,45640,NA,NA,NA,29.9,40736,1,"Granstangen 50 Oslo kommune",10.8976526,59.9444914
"161",874590312,"OSLO",301,2007,40.2,58,30,41.4,28,38.9,4,"I",3,"Hele landet","Oslo","Gran skole",19.9,21,3,35,1214,0,0.0789473684210526,1,NA,NA,548617,39963,NA,NA,NA,28.2,32922,1,"Granstangen 50 Oslo kommune",10.8976526,59.9444914
"162",874590452,"OSLO",301,2014,38,48,26,38.7,22,37.2,4,"I",3,"Hele landet","Oslo","Haugen skole",16.9,24.59,11,36,1355,0,0.234042553191489,1,0.849193885342977,69.6,634463,45363,NA,NA,NA,29.7,38174,1,"Høybråtenveien 4 1055 OSLO",10.9054436,59.9472872
"163",874590452,"OSLO",301,2009,39,46,20,40.3,26,38,4,"I",3,"Hele landet","Oslo","Haugen skole",19.7,23.82,13,31,1238,0,0.295454545454545,1,0.724609862372114,70,575475,38784,NA,NA,NA,28.8,33197,1,"Høybråtenveien 4 1055 OSLO",10.9054436,59.9472872
"164",874590452,"OSLO",301,2011,40.6,49,26,40.9,23,40.3,4,"I",3,"Hele landet","Oslo","Haugen skole",20.2,23.12,16,38,1586,0,0.296296296296296,1,0.747822158733647,69.7,599230,46958,NA,NA,NA,29.2,38633,1,"Høybråtenveien 4 1055 OSLO",10.9054436,59.9472872
"165",874590452,"OSLO",301,2013,39.4,48,28,41.3,20,36.6,4,"I",3,"Hele landet","Oslo","Haugen skole",18.1,22.52,12,34,1387,0,0.260869565217391,1,0.825741159521265,69.4,623966,45640,NA,NA,NA,29.9,40736,1,"Høybråtenveien 4 1055 OSLO",10.9054436,59.9472872
"166",874590452,"OSLO",301,2007,38.3,53,27,41.1,26,35.4,4,"I",3,"Hele landet","Oslo","Haugen skole",19.7,23.29,12,34,1235,0,0.260869565217391,1,NA,NA,548617,39963,NA,NA,NA,28.2,32922,1,"Høybråtenveien 4 1055 OSLO",10.9054436,59.9472872
