"Orgnr","time","komnr","Adresse","lon","lat","Navn","kommune","fylke","folkemengde","innflytting","utflytting","netto_flytting","totsyss","pros_prim","pros_und","utdanning_kort","utdanning_lang","utdanning_komb","arbeidsledige","sykemld","nettoutgiftgrsk","nettoutgiftgrskinnby","nettoutgiftgrsktot","frieinnt","areal","antallelevertot","grpoeng","eleverN","grpoeng_g","eleverN_g","grpoeng_j","eleverN_j","nasjpr_engelsk","usikkerhet_engelsk","eleverN_engelsk","fritatt_engelsk","ikke.deltatt_engelsk","nasjpr_lesing","usikkerhet_lesing","eleverN_lesing","fritatt_lesing","ikke.deltatt_lesing","nasjpr_regning","usikkerhet_regning","eleverN_regning","fritatt_regning","ikke.deltatt_regning","grpst1","grpst2","grpstgammel","oppfyller","oppfyllerikke","spesialunder","andel_menn","andel_kvinner"
973480634,2011,301,"Sporveisgata 20 0354 OSLO",10.7256793,59.9251032,"Den Tysk-Norske skolen i Oslo","Oslo","Oslo",599230,28214,28631,NA,435953,0.320676770202292,6.55024738905341,29.2,16.4,45.6,9849,4.6,NA,NA,NA,30159254,454.090353553289,NA,47.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.95,18,19.5,332,0,0,24,76
973480634,2013,301,"Sporveisgata 20 0354 OSLO",10.7256793,59.9251032,"Den Tysk-Norske skolen i Oslo","Oslo","Oslo",623966,28840,30173,NA,448452,0.296798765531205,6.44595185214917,29.9,17.6,47.5,11923,4.3,NA,NA,NA,34109122,454.090353553289,NA,44.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,18.1,20.09,417,0,0,31.03,68.97
973480634,2014,301,"Sporveisgata 20 0354 OSLO",10.7256793,59.9251032,"Den Tysk-Norske skolen i Oslo","Oslo","Oslo",634463,29590,29488,102,457001,0.348358099872867,6.53149555471432,29.7,18.3,48,11889,4.3,NA,NA,NA,35418115,454.090353553289,NA,44.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,18.3,19.92,396,0,0,25,75
973480634,2017,301,"Sporveisgata 20 0354 OSLO",10.7256793,59.9251032,"Den Tysk-Norske skolen i Oslo","Oslo","Oslo",666759,30883,33259,NA,471616,0.187228592753427,6.79408671461528,30.3,20.4,50.7,9439,3.9,13.5,8444,5686570,42367203,454.090353553289,63904,52.8,16,NA,NA,NA,NA,63,2.7,20,0,0,65,3.7,20,0,0,58,3.8,20,0,0,17.59,17.6,18.47,272,75,0,37.5,62.5
973482130,2010,215,"Sundbrygga 1 1443 DRØBAK",10.6236688,59.6702824,"Stiftelsen Soon sjøskole","Frogn (Utgått)","Akershus",NA,731,701,30,4157,2.40558094779889,10.0312725523214,24.4,8,32.4,150,5,NA,NA,NA,490140,85.6875028769936,NA,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49,1.7,15,503,88,0,80,20
973482130,2011,215,"Sundbrygga 1 1443 DRØBAK",10.6236688,59.6702824,"Stiftelsen Soon sjøskole","Frogn (Utgått)","Akershus",14814,976,732,244,4166,1.4882381180989,10.8017282765242,24.8,8.1,32.9,150,5.7,NA,NA,NA,610162,85.6875028769936,NA,33.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,4,15,434,145,0,80,20
973482130,2015,215,"Sundbrygga 1 1443 DRØBAK",10.6236688,59.6702824,"Stiftelsen Soon sjøskole","Frogn (Utgått)","Akershus",15656,901,943,NA,4539,1.47609605640009,10.3987662480723,25.7,9.5,35.2,156,5,20.5,9735,152783,756560,85.6875028769936,1847,33.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,5.3,12,378,107,0,83.33,16.67
973488910,2007,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",548617,26292,26141,151,NA,NA,NA,28.2,14,42.2,6425,4.8,NA,NA,NA,19985048,454.090353553289,NA,44.8,21,44,11,45.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,13.7,23.2,671,67,115,22.5,77.5
973488910,2008,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",560484,24147,24438,NA,427901,0.329982869869432,6.47392738039874,28.5,14.7,43.2,7185,5,NA,NA,NA,21610629,454.090353553289,NA,43.7,19,43.6,9,43.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,14,22.8,661,35,131,17.14,82.86
973488910,2009,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",575475,24329,24949,NA,423244,0.309750404022266,6.41568456965722,28.8,15.2,44,11172,5.2,NA,NA,NA,22943174,454.090353553289,NA,46.3,15,47.6,8,44.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.51,13.5,22.2,634,0,118,20.59,79.41
973488910,2010,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",NA,26063,27029,NA,426124,0.313758436511438,6.5933859627714,29,15.7,44.7,12042,4.6,NA,NA,NA,24196473,454.090353553289,NA,45.8,20,43.5,10,48,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48,15.2,22.5,678,0,85,19.35,80.65
973488910,2011,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",599230,28214,28631,NA,435953,0.320676770202292,6.55024738905341,29.2,16.4,45.6,9849,4.6,NA,NA,NA,30159254,454.090353553289,NA,45.5,20,44.7,13,47,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.93,14,22.2,629,142,119,21.21,78.79
973488910,2012,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",613285,28698,29517,NA,440510,0.296701550475585,6.32312546820731,29.5,17,46.5,10357,4.2,NA,NA,NA,32641325,454.090353553289,NA,45.4,24,44.1,11,46.6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07,16.4,21.3,639,60,144,20,80
973488910,2013,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",623966,28840,30173,NA,448452,0.296798765531205,6.44595185214917,29.9,17.6,47.5,11923,4.3,NA,NA,NA,34109122,454.090353553289,NA,45.3,22,45.8,10,45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.12,16.9,20.9,601,113,201,23.33,76.67
973488910,2014,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",634463,29590,29488,102,457001,0.348358099872867,6.53149555471432,29.7,18.3,48,11889,4.3,NA,NA,NA,35418115,454.090353553289,NA,48.1,20,48.3,11,47.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.68,16,20.9,728,111,246,21.21,78.79
973488910,2015,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",647676,31560,31267,293,452429,0.316071693017026,6.70403532930029,29.7,19.3,49,11494,4,13.8,7867,5179458,37226846,454.090353553289,61168,46.3,18,48.3,12,42.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.47,16.6,21,488,224,441,27.27,72.73
973488910,2016,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",658390,30604,31445,NA,460030,0.259983044584049,6.81585983522814,30,19.9,49.9,10692,3.9,13.6,8129,5420401,40118885,454.090353553289,62668,45.2,18,43.1,11,48.7,7,47,2.3,60,NA,NA,47,2.2,58,NA,NA,47,1.9,59,NA,NA,11.29,14.1,20.4,762,39,312,21.05,78.95
973488910,2017,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",666759,30883,33259,NA,471616,0.187228592753427,6.79408671461528,30.3,20.4,50.7,9439,3.9,13.5,8444,5686570,42367203,454.090353553289,63904,43.6,16,43.3,10,44.3,6,46,2.3,45,NA,NA,47,2.3,46,NA,NA,46,2.3,45,NA,NA,10.13,12.2,20.8,306,0,0,40,60
973488910,2018,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",673469,31404,32764,NA,482594,0.169500656866849,6.818775202344,30.7,20.9,51.6,9661,3.9,13.3,8668,5903288,43962442,454.090353553289,64660,47.3,22,45.2,11,49.4,11,48,2.3,59,0,1.7,48,2.3,58,0,3.3,47,2.5,57,0,5,11.14,13.3,21.3,306,0,0,40,60
973488910,2019,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",681071,32930,32150,780,492310,0.199264690946761,6.91678007759339,30.9,21.5,52.4,9381,3.9,13.5,9094,6306466,46108146,454.090353553289,65208,49.4,19,48.1,9,50.5,10,49,2,67,NA,NA,48,1.9,67,NA,NA,48,2.1,66,NA,NA,10.62,15.7,21.9,365,0,0,16.67,83.33
973488910,2020,301,"Huldreveien 28 0781 OSLO",10.6931296,59.9637421,"Oslo montessoriskole","Oslo","Oslo",693494,33318,36076,NA,NA,NA,NA,31.2,22,53.2,22905,4.1,13,9430,6573066,49321258,454.090353553289,65864,49.4,22,49,12,49.9,10,46,2.1,76,NA,NA,46,1.9,75,NA,NA,46,1.9,75,NA,NA,10.82,15.4,21.9,680,246,298,23.68,76.32
973511017,2011,1859,"Viktenveien 83 8382 NAPP",13.4363823,68.1338905,"Vikten skole","Flakstad","Nordland",1360,57,41,16,600,30.5,8.33333333333333,12.4,1.1,13.5,24,6.7,NA,NA,NA,78709,178.31420645551,NA,48.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73,7.6,10.33,238,58,23,27.27,72.73
973511017,2013,1859,"Viktenveien 83 8382 NAPP",13.4363823,68.1338905,"Vikten skole","Flakstad","Nordland",1376,64,67,NA,564,28.3687943262411,9.04255319148936,13.3,1.2,14.5,37,3.8,NA,NA,NA,86317,178.31420645551,NA,41.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,8.2,9.67,168,77,72,22.22,77.78
973556932,2007,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",44577,3730,2955,775,NA,NA,NA,19.7,5.8,25.5,353,5.6,NA,NA,NA,1172505,77.0482409868628,NA,44.2,29,44.5,15,44,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.82,24.9,19.67,1139,49,0,61.11,38.89
973556932,2008,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",46146,3226,3308,NA,26024,0.464955425760836,6.57470027666769,20.1,5.8,25.9,438,5.5,NA,NA,NA,1269956,77.0482409868628,NA,39.6,29,38.8,13,40.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.01,22.6,19.82,1126,191,0,47.06,52.94
973556932,2009,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",46668,3525,3125,400,25771,0.403554382833417,6.8837064917931,20.3,6.1,26.4,696,6,NA,NA,NA,1419747,77.0482409868628,NA,43.9,29,41.8,9,44.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,17.6,18.25,1219,98,0,44.44,55.56
973556932,2010,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",NA,3721,3403,318,26197,0.45425048669695,6.96644653968012,20.6,6.3,26.9,798,5.2,NA,NA,NA,1517896,77.0482409868628,NA,43.1,31,42.6,17,43.8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.56,18.2,17.5,1267,50,0,55.56,44.44
973556932,2011,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",48752,3716,3495,221,26719,0.336838953553651,7.01373554399491,21,6.6,27.6,708,5,NA,NA,NA,1937479,77.0482409868628,NA,42.8,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,17,20.1,1243,52,0,64.71,35.29
973556932,2012,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",49698,3771,3637,134,27788,0.316683460486541,6.68633942709083,21.3,7,28.3,653,4.7,NA,NA,NA,2123258,77.0482409868628,NA,41.9,24,44.5,12,39.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.34,18.8,17.45,975,0,0,64.71,35.29
973556932,2013,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",50532,3892,3755,137,27824,0.305491661874641,6.75675675675676,21.6,7.2,28.8,719,4.9,NA,NA,NA,2248604,77.0482409868628,NA,41.9,37,38.3,16,44.7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,16,17.4,991,0,0,81.25,18.75
973556932,2014,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",51188,3861,3806,55,28651,0.286202924854281,6.70831733621863,21.9,7.7,29.6,728,4.9,NA,NA,NA,2355649,77.0482409868628,NA,41.6,27,40,9,42.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.47,17.5,20.56,991,0,0,73.33,26.67
973556932,2015,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",51725,3999,3798,201,28906,0.352867916695496,8.04677229640905,22.2,8.1,30.3,745,4.9,19.6,9132,479634,2422363,77.0482409868628,6607,46.1,27,45.2,11,46.7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.13,19.1,21.6,991,0,0,69.23,30.77
973556932,2016,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",52522,4007,3610,397,29282,0.385902602281265,7.82050406393006,22.6,8.5,31.1,685,4.7,18.7,9282,494483,2590675,77.0482409868628,6687,44,30,40.8,14,46.9,16,53,3.7,26,0,3.7,50,4.3,25,NA,NA,47,3.7,28,0,0,13.3,17.7,20.08,991,0,0,69.23,30.77
973556932,2017,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",53276,4506,3841,665,29868,0.361591000401768,7.94495781438329,23.3,8.8,32.1,605,4.6,18.3,9571,518516,2749875,77.0482409868628,6745,45,28,43.5,10,45.8,18,49,4.5,23,0,17.9,44,3.6,21,0,25,46,4,23,0,17.9,12.26,16.7,19.67,1092,0,0,76.47,23.53
973556932,2018,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",54178,4712,3732,980,31519,0.285542053999175,7.76674386877756,23.5,9.2,32.7,689,4.4,18,9853,548346,2853576,77.0482409868628,6764,40.3,29,41.5,15,39.1,14,50,3.3,27,NA,NA,49,3.3,29,NA,NA,48,4,31,NA,NA,13.2,18.1,21.17,1230,0,0,66.67,33.33
973556932,2019,231,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Skedsmo (Utgått)","Akershus",55652,4339,4143,196,31706,0.274396013372863,7.62631678546647,23.9,9.4,33.3,688,4.5,17.3,10043,565590,3010588,77.0482409868628,6760,46.1,33,44.8,16,47.3,17,49,3.2,26,NA,NA,46,3.9,26,NA,NA,45,3.2,26,NA,NA,11.6,15.4,21.82,1378,0,0,65,35
973556932,2020,3030,"Trondheimsveien 50G 2007 KJELLER",11.0140702,59.9814813,"Oks grunnskole","Lillestrøm","Viken",85983,6059,5492,567,NA,NA,NA,23.9,9.1,33,2224,4.8,18.7,10459,909420,4877621,456.61,10930,42.8,30,41.4,16,44.4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.27,15.4,20.08,858,228,155,17.65,82.35
973566911,2011,701,"Kirkeveien 10 3179 ÅSGÅRDSTRAND",10.4666789,59.3476853,"Bakkeåsen skole","Horten (Utgått)","Vestfold",26036,1238,1245,NA,10593,0.783536297554989,12.1306523175682,22.1,5.4,27.5,387,5.2,NA,NA,NA,1055946,70.3291222232745,NA,26.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,10,310,52,0,80,20
973566911,2012,701,"Kirkeveien 10 3179 ÅSGÅRDSTRAND",10.4666789,59.3476853,"Bakkeåsen skole","Horten (Utgått)","Vestfold",26307,1333,1240,93,11053,0.705690762688863,12.0962634578847,22.6,5.7,28.3,433,5,NA,NA,NA,1144560,70.3291222232745,NA,27.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,11,303,65,0,80,20
973566911,2016,701,"Kirkeveien 10 3179 ÅSGÅRDSTRAND",10.4666789,59.3476853,"Bakkeåsen skole","Horten (Utgått)","Vestfold",27178,1239,1341,NA,10992,0.627729257641921,12.9093886462882,24.1,6.9,31,522,4.9,20,9824,267235,1335963,70.3291222232745,3104,27.7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,NA,10,340,70,0,40,60
973589768,2007,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",10357,632,565,67,NA,NA,NA,13.4,2.7,16.1,66,5.7,NA,NA,NA,296501,235.909901657853,NA,38.5,122,36.2,57,40.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.71,22,26.53,2929,0,0,31.71,68.29
973589768,2008,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",10509,650,532,118,5149,6.3119052243154,8.54534861138085,13.9,2.7,16.6,82,6.4,NA,NA,NA,317534,235.909901657853,NA,38.4,147,37.6,76,39.2,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.85,19.5,27.13,3030,329,0,36.36,63.64
973589768,2009,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",10701,531,521,10,5003,6.05636618029182,8.71477113731761,14.4,2.7,17.1,111,6.5,NA,NA,NA,356541,235.909901657853,NA,39,117,37,52,40.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.69,20.9,27.06,3365,17,0,40.48,59.52
973589768,2010,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",NA,636,584,52,5004,5.77537969624301,8.792965627498,14.7,2.7,17.4,170,5.5,NA,NA,NA,387648,235.909901657853,NA,37.3,159,34.5,77,39.8,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.38,22.4,27.5,3200,101,0,37.5,62.5
973589768,2011,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",10940,638,614,24,4851,5.13296227581942,9.62688105545248,14.9,2.8,17.7,169,5.8,NA,NA,NA,454153,235.909901657853,NA,39.3,143,36.2,67,42.1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.49,27.1,26.81,3199,0,0,34.15,65.85
973589768,2012,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",11049,614,581,33,4750,5.51578947368421,10.0210526315789,15.6,3,18.6,141,5.6,NA,NA,NA,498976,235.909901657853,NA,38.6,130,36.9,69,40.5,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.86,20.9,27.8,3249,0,0,36.59,63.41
973589768,2013,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",11195,680,643,37,4864,5.26315789473684,10.4235197368421,15.9,3.1,19,189,5.5,NA,NA,NA,535791,235.909901657853,NA,38.4,134,35.6,66,41.2,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.24,19.4,26.18,3458,168,0,37.78,62.22
973589768,2014,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",11323,651,686,NA,4858,5.47550432276657,10.4569781803211,16.5,3.6,20.1,175,6.2,NA,NA,NA,548066,235.909901657853,NA,39.7,148,37.8,81,42.1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.35,17.2,25.67,3714,50,0,34.78,65.22
973589768,2015,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",11353,703,694,9,4828,5.24026512013256,10.5012427506214,16.9,3.8,20.7,221,5.5,21.8,10681,121723,562004,235.909901657853,1418,38.7,147,35.4,75,42.1,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.55,18.1,26.65,3648,0,0,31.25,68.75
973589768,2016,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",11396,648,695,NA,4792,4.84140233722871,10.3505843071786,16.8,3.8,20.6,189,6.2,20.9,10766,122800,593480,235.909901657853,1390,41.2,153,39.5,82,43.3,71,48,1.5,126,7.2,2.2,48,1.7,136,NA,NA,49,1.6,127,6.5,2.2,15.49,17.1,27.06,3648,75,0,26.53,73.47
973589768,2017,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",11406,660,663,NA,4899,4.9397836293121,10.3694631557461,17.1,4,21.1,167,5.4,20.2,11062,126274,618107,235.909901657853,1322,39.8,130,37.2,66,42.6,64,48,1.6,127,NA,NA,47,1.6,132,0,4.3,47,1.5,130,0,5.8,14.64,16.7,26,3263,287,0,22.22,77.78
973589768,2018,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",11414,667,666,1,4842,4.06856670797191,10.1817430813713,17,4.2,21.2,165,5,20.2,11620,132747,631345,235.909901657853,1347,38.8,123,37.6,69,40.4,54,50,1.7,122,NA,NA,48,1.6,127,NA,NA,48,1.7,127,NA,NA,14.45,16.2,27.07,3455,40,0,28.89,71.11
973589768,2019,125,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Eidsberg (Utgått)","Østfold",11424,746,647,99,4811,3.99085429224693,10.5383496154646,17.2,4.2,21.4,160,4.9,19.6,11923,137656,657033,235.909901657853,1312,41.3,129,39.8,66,42.9,63,48,1.6,110,4.3,NA,49,1.7,112,NA,NA,50,1.6,110,NA,NA,15.34,18.7,27.57,3218,135,0,23.81,76.19
973589768,2020,3014,"Hegginveien 19 1850 MYSEN",11.3339157,59.5500843,"Mysen ungdomsskole","Indre Østfold","Viken",44792,2285,2003,282,15530,4.05022537025113,8.87314874436574,18.3,5,23.3,881,5.7,18.7,10705,483886,2620330,791.93,5261,43.2,116,41.2,59,45.2,57,47,1.7,124,NA,NA,48,1.6,127,NA,NA,48,1.8,127,NA,NA,16.49,19.4,27.79,3143,0,0,26.32,73.68
973608886,2007,231,"Gjoleidveien 21 2019 SKEDSMOKORSET",11.0434769,59.9965502,"Sten-Tærud skole","Skedsmo (Utgått)","Akershus",44577,3730,2955,775,NA,NA,NA,19.7,5.8,25.5,353,5.6,NA,NA,NA,1172505,77.0482409868628,NA,37.6,48,38.8,25,36.3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11,17.9,23.12,1044,0,164,23.81,76.19
973608886,2008,231,"Gjoleidveien 21 2019 SKEDSMOKORSET",11.0434769,59.9965502,"Sten-Tærud skole","Skedsmo (Utgått)","Akershus",46146,3226,3308,NA,26024,0.464955425760836,6.57470027666769,20.1,5.8,25.9,438,5.5,NA,NA,NA,1269956,77.0482409868628,NA,40.1,53,40,29,40.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.79,21,23.3,1019,0,219,25.58,74.42
973608886,2009,231,"Gjoleidveien 21 2019 SKEDSMOKORSET",11.0434769,59.9965502,"Sten-Tærud skole","Skedsmo (Utgått)","Akershus",46668,3525,3125,400,25771,0.403554382833417,6.8837064917931,20.3,6.1,26.4,696,6,NA,NA,NA,1419747,77.0482409868628,NA,38,40,37.6,21,38.3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.13,21,24.07,1013,0,235,23.26,76.74
973608886,2010,231,"Gjoleidveien 21 2019 SKEDSMOKORSET",11.0434769,59.9965502,"Sten-Tærud skole","Skedsmo (Utgått)","Akershus",NA,3721,3403,318,26197,0.45425048669695,6.96644653968012,20.6,6.3,26.9,798,5.2,NA,NA,NA,1517896,77.0482409868628,NA,39.7,58,38.7,28,40.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33,17.3,22.37,1340,0,308,23.91,76.09
973608886,2011,231,"Gjoleidveien 21 2019 SKEDSMOKORSET",11.0434769,59.9965502,"Sten-Tærud skole","Skedsmo (Utgått)","Akershus",48752,3716,3495,221,26719,0.336838953553651,7.01373554399491,21,6.6,27.6,708,5,NA,NA,NA,1937479,77.0482409868628,NA,35.2,53,33.2,30,37.8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.87,16.6,24.55,1598,0,272,25.58,74.42
973608886,2012,231,"Gjoleidveien 21 2019 SKEDSMOKORSET",11.0434769,59.9965502,"Sten-Tærud skole","Skedsmo (Utgått)","Akershus",49698,3771,3637,134,27788,0.316683460486541,6.68633942709083,21.3,7,28.3,653,4.7,NA,NA,NA,2123258,77.0482409868628,NA,39.6,52,39.6,29,39.6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.42,15.8,23.26,1402,0,257,27.66,72.34
